Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,time_max,time_min,time_mean,time_quant_10,time_quant_50,time_quant_90
43,No,Travel_Frequently,Research & Development,3,4,Life Sciences,1332,Male,1,Sales Executive,Married,24080,1.0,12,1,25.0,3,25,4,12,3.0,4.0,4.0,3,3,9.43388888888889,7.915555555555556,8.702949172576831,8.293999999999999,8.72,9.116444444444445
30,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1333,Female,3,Healthcare Representative,Divorced,28140,1.0,24,0,10.0,2,10,0,9,1.0,3.0,2.0,3,4,8.671666666666667,7.2091666666666665,7.91181216931217,7.540555555555556,7.9125,8.278333333333334
33,No,Non-Travel,Sales,7,3,Life Sciences,1334,Male,2,Sales Executive,Married,112450,0.0,21,0,8.0,3,7,0,7,3.0,2.0,4.0,3,4,7.628333333333333,6.072222222222222,6.7085448102423415,6.384388888888889,6.701666666666667,7.050555555555556
56,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1335,Male,2,Laboratory Technician,Married,33120,9.0,19,0,7.0,1,5,4,3,2.0,2.0,3.0,1,3,9.736944444444445,8.318333333333333,9.013333333333334,8.630777777777778,9.000277777777779,9.417250000000001
51,No,Travel_Rarely,Research & Development,3,2,Other,1336,Female,2,Sales Representative,Single,190490,7.0,14,1,23.0,2,20,15,15,1.0,3.0,3.0,3,3,7.448611111111111,5.805833333333333,6.686394675925926,6.3260555555555555,6.680277777777778,7.090388888888889
31,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1337,Female,3,Sales Executive,Married,21410,4.0,20,0,12.0,2,7,7,7,2.0,3.0,2.0,3,4,9.063888888888888,7.615,8.39816762041011,8.031388888888888,8.43388888888889,8.757055555555556
26,No,Travel_Rarely,Sales,17,3,Medical,1338,Female,2,Manager,Married,57690,1.0,19,0,5.0,4,5,4,3,3.0,2.0,2.0,2,3,8.409444444444444,6.8902777777777775,7.685123587570622,7.322916666666667,7.702222222222222,8.018333333333333
58,Yes,Travel_Rarely,Sales,2,2,Medical,1339,Female,1,Research Scientist,Married,43850,1.0,13,1,40.0,2,40,15,6,4.0,4.0,2.0,2,3,8.349444444444444,6.68,7.548068613485281,7.180583333333333,7.539305555555556,7.935361111111111
19,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,1340,Male,1,Manager,Single,53320,1.0,23,1,0.0,2,0,0,0,4.0,3.0,2.0,3,4,10.1425,8.547222222222222,9.363881915388191,8.984944444444444,9.331388888888888,9.785222222222222
22,No,Travel_Rarely,Sales,29,4,Technical Degree,1341,Male,1,Sales Executive,Married,46630,0.0,13,1,3.0,1,2,2,1,3.0,4.0,3.0,3,3,7.351944444444444,5.360277777777778,6.379811676082863,5.9847222222222225,6.401111111111112,6.7243055555555555
49,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1342,Female,1,Sales Executive,Married,47240,1.0,11,1,16.0,3,15,5,11,3.0,1.0,2.0,2,3,7.933333333333334,6.537222222222222,7.194425925925926,6.841527777777778,7.202222222222222,7.522388888888889
43,No,Travel_Frequently,Sales,2,2,Life Sciences,1343,Male,1,Sales Executive,Single,32110,4.0,13,0,18.0,2,3,1,2,2.0,3.0,3.0,4,3,8.87888888888889,7.110555555555556,7.978614703065134,7.60475,7.983194444444445,8.377527777777779
50,No,Travel_Frequently,Research & Development,19,4,Life Sciences,1344,Male,2,Sales Executive,Single,53770,4.0,14,1,16.0,3,2,2,1,3.0,4.0,3.0,4,3,8.115,6.1369444444444445,7.080387029288703,6.667055555555556,7.09,7.464555555555555
31,Yes,Travel_Rarely,Research & Development,15,1,Medical,1345,Female,2,Sales Executive,Married,40660,3.0,22,0,4.0,2,2,2,2,2.0,3.0,3.0,2,4,9.31,7.5488888888888885,8.406022675736962,8.067722222222223,8.395277777777778,8.772666666666666
41,No,Travel_Rarely,Research & Development,17,2,Other,1346,Male,1,Manufacturing Director,Divorced,52080,3.0,11,3,12.0,2,9,0,7,3.0,3.0,3.0,1,3,9.074166666666667,7.360833333333333,8.118852498786996,7.7425,8.102777777777778,8.491388888888888
26,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1347,Male,2,Sales Executive,Married,48770,1.0,13,1,8.0,5,8,5,7,3.0,3.0,3.0,4,3,8.975833333333334,7.266666666666667,7.950108543417367,7.55225,7.95125,8.390722222222223
36,No,Travel_Rarely,Human Resources,25,1,Human Resources,1348,Male,2,Research Scientist,Divorced,31170,6.0,21,1,7.0,2,3,0,1,2.0,2.0,3.0,4,4,7.538888888888889,6.084444444444444,6.7990124764595095,6.408611111111111,6.779305555555556,7.201527777777778
51,Yes,Travel_Frequently,Research & Development,6,3,Life Sciences,1349,Female,1,Manager,Single,15690,2.0,11,0,18.0,2,4,0,3,1.0,4.0,3.0,4,3,8.06,6.410277777777778,7.189976851851852,6.762611111111111,7.210555555555556,7.558027777777777
39,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1350,Female,1,Research Scientist,Married,196580,4.0,13,1,17.0,3,15,5,9,4.0,3.0,4.0,4,3,8.734166666666667,7.140555555555555,7.877014739229025,7.456444444444444,7.885833333333333,8.254944444444444
25,No,Travel_Rarely,Sales,29,1,Medical,1351,Female,3,Research Scientist,Married,30690,2.0,14,1,6.0,3,2,2,2,1.0,3.0,3.0,2,3,8.645555555555555,6.780833333333334,7.793299199623353,7.397222222222222,7.789583333333333,8.153194444444445
30,No,Travel_Rarely,Research & Development,21,1,Medical,1352,Male,2,Laboratory Technician,Married,104350,0.0,11,0,12.0,5,11,4,7,3.0,4.0,1.0,3,3,10.770277777777778,9.08361111111111,9.995206830206829,9.641111111111112,9.987222222222222,10.361666666666666
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1353,Female,2,Research Director,Single,41480,7.0,15,0,10.0,0,5,0,4,1.0,1.0,4.0,2,3,8.860277777777778,7.116388888888889,7.901718319559229,7.481,7.919861111111111,8.278472222222222
45,No,Travel_Rarely,Research & Development,2,1,Technical Degree,1354,Female,2,Healthcare Representative,Single,57680,5.0,23,1,9.0,4,6,0,3,3.0,4.0,2.0,3,4,8.234722222222222,6.6725,7.374128019323671,6.984416666666666,7.377222222222223,7.731305555555555
38,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1355,Female,2,Research Director,Single,50420,3.0,16,1,19.0,4,3,2,2,4.0,3.0,3.0,3,3,11.169722222222223,9.675833333333333,10.415906729900632,10.055555555555555,10.411944444444444,10.768472222222222
30,No,Travel_Rarely,Sales,13,3,Marketing,1356,Female,2,Laboratory Technician,Single,57700,1.0,16,1,5.0,2,5,0,4,1.0,3.0,2.0,4,3,7.392777777777778,5.878055555555555,6.6802943262411345,6.335166666666667,6.676388888888889,7.0825
32,No,Travel_Frequently,Sales,2,3,Marketing,1357,Male,3,Laboratory Technician,Divorced,77560,0.0,21,0,9.0,3,8,0,7,4.0,4.0,4.0,3,4,7.246388888888889,5.755833333333333,6.505978561549101,6.099722222222222,6.495555555555556,6.891388888888889
30,No,Travel_Rarely,Research & Development,1,3,Medical,1358,Female,3,Sales Executive,Divorced,103060,5.0,13,0,8.0,5,3,2,2,4.0,1.0,3.0,3,3,7.698611111111111,5.842222222222222,6.72096978557505,6.307083333333334,6.743888888888889,7.122361111111111
30,No,Travel_Rarely,Sales,9,3,Medical,1359,Male,2,Research Scientist,Single,39360,0.0,11,1,6.0,3,5,1,2,2.0,4.0,3.0,3,3,7.168055555555555,5.675833333333333,6.3940155945419095,6.023083333333333,6.389305555555556,6.7785
41,No,Travel_Frequently,Sales,10,2,Medical,1360,Female,3,Manufacturing Director,Divorced,79450,4.0,12,1,21.0,6,7,7,7,4.0,1.0,2.0,2,3,7.9991666666666665,6.438888888888889,7.318976124885217,6.948972222222222,7.329722222222222,7.654222222222223
41,No,Travel_Rarely,Research & Development,10,4,Medical,1361,Male,4,Research Scientist,Married,57430,2.0,12,3,7.0,2,5,1,4,3.0,1.0,3.0,4,3,8.797222222222222,7.275555555555556,8.016141843971631,7.6657222222222225,8.004166666666666,8.384777777777778
19,No,Travel_Rarely,Research & Development,1,3,Other,1362,Female,5,Manufacturing Director,Single,152020,1.0,18,3,1.0,2,1,0,0,2.0,2.0,3.0,2,3,7.366666666666666,5.486666666666666,6.3800137741046825,6.060861111111111,6.3781944444444445,6.723777777777778
40,No,Travel_Frequently,Research & Development,26,4,Medical,1363,Male,2,Manufacturing Director,Divorced,54400,1.0,12,1,20.0,2,20,2,13,2.0,2.0,3.0,3,3,7.963333333333333,6.234444444444445,7.003960769980506,6.610972222222222,7.006527777777778,7.378222222222222
35,No,Travel_Rarely,Sales,8,1,Marketing,1364,Female,3,Laboratory Technician,Married,37600,1.0,14,3,10.0,2,10,0,6,3.0,2.0,3.0,3,3,8.335833333333333,6.566666666666666,7.395136494252873,7.0208055555555555,7.403888888888889,7.7466944444444445
53,No,Travel_Rarely,Sales,14,2,Life Sciences,1365,Female,5,Manufacturing Director,Married,35170,2.0,12,1,13.0,1,7,4,5,2.0,3.0,1.0,2,3,11.703888888888889,10.054722222222223,10.893168103448275,10.512944444444445,10.899027777777778,11.276861111111112
45,No,Travel_Rarely,Sales,1,4,Technical Degree,1366,Male,1,Research Scientist,Divorced,25800,8.0,17,3,20.0,3,17,0,15,2.0,2.0,1.0,3,3,7.793055555555555,6.0472222222222225,6.79074154589372,6.408444444444444,6.769722222222223,7.210055555555555
32,No,Travel_Frequently,Sales,2,2,Life Sciences,1367,Female,1,Manufacturing Director,Single,21660,1.0,19,1,9.0,4,9,3,7,2.0,4.0,3.0,1,3,8.856388888888889,7.035277777777778,7.907401891252955,7.515944444444444,7.947222222222222,8.275666666666666
29,No,Non-Travel,Research & Development,10,4,Technical Degree,1368,Male,3,Healthcare Representative,Married,58690,1.0,11,1,10.0,6,10,0,9,4.0,3.0,3.0,4,3,7.059722222222222,5.182777777777778,6.09657368173258,5.668472222222222,6.107638888888889,6.511666666666667
51,No,Travel_Rarely,Research & Development,1,3,Other,1369,Female,3,Research Director,Married,80080,2.0,15,1,10.0,4,1,0,0,2.0,3.0,3.0,3,3,8.434722222222222,6.905833333333334,7.573564814814815,7.136805555555556,7.598055555555556,7.9625
58,No,Travel_Rarely,Sales,3,3,Marketing,1370,Female,1,Research Scientist,Married,52060,4.0,11,3,9.0,4,1,0,0,2.0,2.0,2.0,1,3,10.833055555555555,9.078611111111112,9.988622402890694,9.609583333333333,10.001944444444444,10.372777777777777
40,No,Travel_Rarely,Research & Development,11,2,Technical Degree,1371,Male,4,Laboratory Technician,Married,52950,7.0,18,0,15.0,4,12,2,11,3.0,4.0,2.0,3,3,7.188611111111111,5.473611111111111,6.195923489278752,5.7755833333333335,6.189722222222223,6.618333333333333
34,No,Travel_Frequently,Sales,24,4,Marketing,1372,Male,2,Manufacturing Director,Married,164130,6.0,16,0,6.0,1,4,1,2,3.0,3.0,3.0,3,3,7.791944444444445,6.0575,6.977579022988506,6.632944444444445,6.985972222222222,7.335833333333333
22,No,Travel_Rarely,Research & Development,3,3,Medical,1373,Male,1,Laboratory Technician,Married,132690,1.0,25,1,2.0,2,2,2,2,3.0,4.0,3.0,3,4,8.510277777777778,6.722222222222222,7.677799497027892,7.334777777777777,7.68,8.002111111111113
27,No,Non-Travel,Research & Development,3,3,Medical,1374,Male,1,Healthcare Representative,Divorced,27830,6.0,16,1,6.0,2,2,2,2,4.0,2.0,1.0,4,3,7.149444444444445,5.016944444444444,6.300498366013072,5.929805555555555,6.296250000000001,6.675222222222222
28,No,Travel_Rarely,Sales,4,4,Life Sciences,1375,Male,2,Healthcare Representative,Married,54330,1.0,13,1,5.0,4,5,0,2,3.0,4.0,1.0,2,3,7.166944444444445,5.674166666666666,6.532742905242905,6.170277777777778,6.538055555555555,6.8725
57,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1376,Male,2,Manufacturing Director,Divorced,20130,3.0,14,1,12.0,5,5,1,4,3.0,4.0,1.0,3,3,11.65611111111111,9.900555555555556,10.874485094850947,10.49111111111111,10.893888888888888,11.263472222222223
27,No,Non-Travel,Research & Development,2,3,Life Sciences,1377,Male,1,Manufacturing Director,Divorced,139660,1.0,19,0,1.0,1,1,0,1,3.0,3.0,2.0,3,3,11.535,9.741388888888888,10.614749657064472,10.244166666666667,10.608055555555556,11.017222222222223
50,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1378,Female,2,Manufacturing Director,Single,43740,3.0,15,1,21.0,5,5,4,4,3.0,2.0,3.0,4,3,6.845555555555555,5.496388888888889,6.208623032904149,5.823444444444444,6.226388888888889,6.5792222222222225
41,No,Travel_Rarely,Sales,7,4,Marketing,1379,Male,4,Laboratory Technician,Divorced,68420,4.0,12,1,13.0,3,9,1,8,1.0,3.0,3.0,3,3,7.048611111111111,5.373333333333333,6.187160894660894,5.821111111111111,6.163611111111111,6.541666666666667
30,No,Travel_Rarely,Human Resources,1,4,Human Resources,1380,Female,1,Manager,Married,174260,2.0,12,1,12.0,0,10,7,4,2.0,4.0,3.0,2,3,7.705277777777778,5.891944444444444,6.9091439176245215,6.521055555555555,6.910694444444445,7.3105
38,No,Travel_Rarely,Sales,1,1,Medical,1381,Male,2,Laboratory Technician,Single,176030,4.0,16,0,12.0,0,8,0,7,1.0,4.0,4.0,2,3,7.0377777777777775,5.440555555555555,6.323777777777778,5.904277777777778,6.351388888888889,6.714722222222222
32,No,Travel_Rarely,Research & Development,20,3,Medical,1382,Female,1,Manufacturing Director,Single,45810,3.0,14,1,8.0,3,5,1,4,3.0,3.0,3.0,3,3,7.664444444444444,6.070277777777778,6.933930795019157,6.541472222222223,6.914861111111112,7.3284722222222225
27,No,Travel_Rarely,Research & Development,5,4,Medical,1383,Male,2,Healthcare Representative,Married,47350,0.0,13,0,6.0,2,5,1,1,3.0,2.0,2.0,3,3,9.595833333333333,8.18361111111111,8.884953703703705,8.545,8.899305555555555,9.223972222222223
19,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1384,Male,2,Healthcare Representative,Single,41870,0.0,22,1,1.0,4,0,0,0,3.0,1.0,4.0,3,4,8.294444444444444,6.642777777777778,7.5101751207729475,7.1603055555555555,7.534305555555555,7.885138888888888
36,No,Travel_Frequently,Sales,25,3,Marketing,1385,Female,2,Research Director,Single,55050,4.0,21,2,13.0,3,8,7,2,4.0,2.0,2.0,3,4,8.042777777777777,6.333333333333333,7.406964798850575,7.0014722222222225,7.423194444444444,7.833388888888889
30,No,Non-Travel,Sales,1,3,Medical,1386,Female,1,Sales Executive,Divorced,54700,1.0,18,1,12.0,2,12,6,10,3.0,1.0,3.0,3,3,7.520555555555555,5.9825,6.809022458628843,6.434777777777778,6.813055555555556,7.143944444444444
45,No,Travel_Rarely,Research & Development,24,2,Medical,1387,Male,2,Sales Executive,Divorced,54760,4.0,13,1,9.0,3,5,0,3,3.0,1.0,4.0,3,3,8.948333333333334,7.164722222222222,8.125163328564616,7.732055555555555,8.1325,8.497
56,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1388,Male,4,Manager,Divorced,25870,4.0,12,0,19.0,2,2,2,2,3.0,1.0,3.0,2,3,9.052777777777777,7.586388888888889,8.283279826958104,7.946416666666667,8.272083333333335,8.6455
33,No,Travel_Rarely,Research & Development,2,2,Medical,1389,Male,1,Sales Executive,Single,24400,0.0,18,3,4.0,4,3,0,2,3.0,4.0,4.0,3,3,7.558888888888889,5.907777777777778,6.7899182299182295,6.416944444444445,6.791111111111111,7.164722222222222
19,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1390,Male,2,Sales Executive,Single,159720,1.0,21,0,1.0,2,1,1,0,2.0,4.0,2.0,3,4,8.0175,6.299166666666666,7.208066378066378,6.808888888888889,7.2219444444444445,7.619722222222222
46,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1391,Female,2,Laboratory Technician,Divorced,153790,1.0,12,0,24.0,1,24,15,7,2.0,1.0,3.0,1,3,7.664444444444444,6.011666666666667,6.921690307328605,6.5200000000000005,6.925833333333333,7.336166666666666
38,No,Travel_Rarely,Sales,4,4,Life Sciences,1392,Male,1,Manufacturing Director,Single,70820,1.0,14,0,2.0,3,2,2,1,3.0,4.0,3.0,4,3,8.904166666666667,6.979166666666667,7.930844955834496,7.539055555555556,7.948611111111111,8.317944444444445
31,No,Travel_Rarely,Sales,2,5,Life Sciences,1393,Male,2,Sales Representative,Married,27280,8.0,11,0,7.0,3,4,0,2,3.0,4.0,3.0,4,3,11.019166666666667,9.472222222222221,10.362566807313643,9.97161111111111,10.38,10.761888888888889
34,No,Travel_Rarely,Sales,9,3,Marketing,1394,Female,2,Manager,Single,53680,2.0,14,1,9.0,2,3,1,2,4.0,2.0,3.0,3,3,7.108888888888889,5.5280555555555555,6.247778935185185,5.9101944444444445,6.249305555555555,6.579055555555555
41,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1395,Male,5,Laboratory Technician,Single,53470,1.0,24,1,4.0,1,4,0,2,2.0,2.0,2.0,3,4,10.892222222222221,9.171111111111111,10.12015759637188,9.739222222222223,10.139722222222222,10.472055555555556
50,No,Travel_Rarely,Sales,19,4,Marketing,1396,Male,3,Sales Executive,Married,31950,2.0,11,0,5.0,4,3,0,2,3.0,3.0,2.0,2,3,7.560555555555555,6.0425,6.78049154589372,6.418111111111111,6.762361111111112,7.192833333333334
53,No,Travel_Rarely,Sales,1,2,Life Sciences,1397,Male,1,Manager,Divorced,39890,1.0,13,0,5.0,2,4,1,3,4.0,1.0,3.0,3,3,7.169722222222222,5.163888888888889,6.116384220354808,5.747277777777778,6.116666666666667,6.4864444444444445
33,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1398,Male,1,Human Resources,Married,33060,1.0,11,3,8.0,6,8,1,6,4.0,2.0,3.0,1,3,8.427777777777777,6.755277777777778,7.521757369614513,7.142,7.496388888888889,7.938888888888889
40,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1399,Female,2,Sales Executive,Married,70050,1.0,20,2,21.0,2,20,9,9,4.0,3.0,3.0,3,4,7.074722222222222,5.405833333333334,6.206365348399246,5.803055555555556,6.222083333333334,6.625
55,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1400,Female,2,Laboratory Technician,Single,26550,8.0,17,0,36.0,0,24,2,15,3.0,2.0,3.0,2,3,6.975833333333333,5.280277777777778,6.105050827423168,5.713722222222223,6.078888888888889,6.470444444444444
34,No,Travel_Frequently,Human Resources,7,4,Other,1401,Female,1,Research Scientist,Married,13930,1.0,11,2,10.0,4,10,1,9,4.0,3.0,2.0,4,3,7.583333333333333,5.9094444444444445,6.80057391091532,6.4335,6.8025,7.197
51,No,Travel_Rarely,Human Resources,4,2,Human Resources,1402,Male,2,Sales Representative,Single,25700,3.0,18,0,21.0,2,7,1,0,4.0,2.0,3.0,3,3,8.105833333333333,6.700555555555556,7.393497365900383,7.0665000000000004,7.361805555555556,7.776861111111111
52,No,Travel_Rarely,Research & Development,2,4,Medical,1403,Female,2,Sales Representative,Married,35370,0.0,11,1,34.0,3,33,11,9,3.0,3.0,3.0,3,3,7.016944444444444,5.4575,6.301128167641326,5.897888888888889,6.295694444444445,6.699805555555556
27,No,Travel_Rarely,Sales,15,3,Marketing,1404,Male,1,Research Scientist,Single,39860,1.0,12,2,7.0,3,7,0,3,4.0,2.0,2.0,3,3,8.287222222222223,6.721111111111111,7.527982580037665,7.16375,7.521527777777777,7.879722222222222
35,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1405,Female,2,Research Director,Married,108830,3.0,12,0,8.0,3,1,0,1,2.0,3.0,3.0,4,3,9.599722222222223,8.288055555555555,8.994780334728036,8.62861111111111,9.022222222222222,9.339944444444445
43,No,Non-Travel,Research & Development,6,2,Medical,1406,Male,1,Healthcare Representative,Divorced,20280,4.0,20,1,7.0,2,5,2,2,4.0,4.0,4.0,2,4,9.039166666666667,7.253333333333333,8.013822362278244,7.6530555555555555,8.021805555555556,8.356444444444445
45,No,Non-Travel,Research & Development,9,2,Medical,1407,Female,1,Sales Executive,Married,95250,9.0,19,0,22.0,3,20,11,8,1.0,4.0,3.0,3,3,7.0247222222222225,5.366388888888889,6.181097709551658,5.802416666666666,6.177222222222222,6.555722222222222
37,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1408,Female,1,Research Scientist,Married,29290,1.0,12,0,8.0,2,8,1,7,2.0,1.0,2.0,1,3,10.835,9.309444444444445,10.127794117647058,9.75538888888889,10.13861111111111,10.492694444444444
35,No,Travel_Frequently,Research & Development,1,3,Other,1409,Male,2,Research Director,Single,22750,5.0,13,0,10.0,2,6,1,2,2.0,2.0,3.0,4,3,7.180833333333333,5.314166666666667,6.092942746239689,5.692833333333334,6.086944444444445,6.5035
42,No,Non-Travel,Research & Development,1,1,Technical Degree,1410,Male,2,Sales Executive,Divorced,78790,2.0,11,1,11.0,2,5,0,2,3.0,3.0,3.0,3,3,7.299166666666666,5.529444444444445,6.402202729044833,6.004388888888889,6.40625,6.823416666666667
38,No,Travel_Rarely,Sales,8,2,Marketing,1411,Male,5,Research Scientist,Married,49300,9.0,14,0,14.0,0,1,0,0,4.0,3.0,3.0,3,3,7.246111111111111,5.449722222222222,6.292136184857424,5.87125,6.314027777777778,6.662361111111111
38,No,Travel_Rarely,Human Resources,25,1,Human Resources,1412,Female,1,Manufacturing Director,Married,78470,3.0,14,1,9.0,3,7,1,7,4.0,4.0,1.0,4,3,7.991666666666666,6.438055555555556,7.263687819618782,6.888777777777778,7.266388888888889,7.609333333333334
27,No,Travel_Frequently,Research & Development,13,4,Medical,1413,Male,1,Manager,Married,44010,5.0,13,0,6.0,4,2,2,0,3.0,1.0,3.0,2,3,7.496944444444445,5.776388888888889,6.517461519961519,6.087777777777778,6.5025,6.919444444444444
49,No,Non-Travel,Research & Development,23,1,Other,1414,Female,2,Sales Executive,Divorced,92410,1.0,19,1,7.0,5,7,1,7,4.0,4.0,3.0,3,3,10.696944444444444,8.839722222222223,9.593414634146342,9.257916666666667,9.560833333333333,9.985833333333332
34,No,Travel_Frequently,Research & Development,7,2,Medical,1415,Male,4,Sales Representative,Divorced,29740,1.0,23,0,5.0,2,5,2,0,4.0,3.0,4.0,3,4,11.317777777777778,9.521944444444445,10.511366139846743,10.145111111111111,10.513333333333334,10.843333333333334
40,No,Travel_Rarely,Research & Development,23,3,Medical,1416,Female,1,Laboratory Technician,Married,45020,8.0,12,2,15.0,0,7,3,7,3.0,4.0,4.0,2,3,11.220555555555556,9.582777777777778,10.400718471636194,9.99,10.386388888888888,10.845444444444444
38,Yes,Travel_Rarely,Sales,6,4,Life Sciences,1417,Female,3,Research Scientist,Married,107480,7.0,15,0,17.0,3,1,0,0,2.0,1.0,3.0,3,3,9.2025,7.54,8.36960401891253,7.962166666666667,8.35388888888889,8.77288888888889
29,Yes,Travel_Rarely,Sales,10,2,Life Sciences,1418,Female,2,Research Scientist,Married,15550,1.0,19,2,10.0,2,10,1,9,2.0,4.0,2.0,3,3,7.668888888888889,5.908333333333333,6.706100780532599,6.330027777777778,6.712916666666667,7.098111111111111
22,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1419,Female,4,Healthcare Representative,Divorced,129360,1.0,11,2,4.0,3,4,2,2,4.0,2.0,2.0,3,3,9.221944444444444,7.701944444444444,8.528221064814817,8.142777777777779,8.551388888888889,8.899888888888889
36,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1420,Female,2,Laboratory Technician,Single,23050,1.0,17,0,8.0,3,8,1,7,2.0,4.0,3.0,3,3,8.227777777777778,6.682222222222222,7.500751563251563,7.079444444444444,7.504444444444444,7.843055555555556
40,No,Non-Travel,Research & Development,28,2,Life Sciences,1421,Male,1,Manufacturing Director,Married,167040,9.0,22,0,5.0,2,3,0,2,4.0,4.0,1.0,4,4,6.902777777777778,5.331944444444445,6.091838741396264,5.720972222222223,6.107777777777778,6.459305555555556
46,No,Travel_Rarely,Research & Development,25,1,Medical,1422,Male,5,Research Scientist,Divorced,34330,7.0,18,0,17.0,3,4,0,3,4.0,1.0,3.0,3,3,6.714444444444444,5.27,5.985083697234352,5.610888888888889,5.986666666666666,6.341166666666667
32,Yes,Travel_Rarely,Research & Development,5,3,Medical,1423,Male,1,Healthcare Representative,Married,34770,1.0,11,0,14.0,2,14,9,8,4.0,4.0,2.0,4,3,8.544166666666667,6.694166666666667,7.782491795593062,7.3835,7.781944444444444,8.177222222222222
30,No,Non-Travel,Research & Development,17,4,Life Sciences,1424,Male,2,Healthcare Representative,Single,64300,1.0,12,1,12.0,2,11,5,8,3.0,3.0,3.0,2,3,8.7125,7.269722222222223,7.985305907172996,7.603,8.00388888888889,8.348555555555555
27,No,Travel_Frequently,Research & Development,18,2,Medical,1425,Female,1,Laboratory Technician,Single,65160,1.0,19,1,7.0,4,7,0,7,4.0,3.0,3.0,3,3,7.121944444444445,5.116666666666666,6.198006607929515,5.814611111111112,6.185833333333333,6.587
51,No,Travel_Rarely,Research & Development,2,1,Medical,1426,Female,1,Manufacturing Director,Married,39070,5.0,13,0,16.0,2,10,4,7,2.0,2.0,1.0,3,3,7.421666666666667,5.995833333333334,6.702637130801688,6.3741111111111115,6.691944444444444,7.079833333333333
30,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1427,Female,2,Research Scientist,Single,55620,5.0,13,0,8.0,3,5,0,4,4.0,1.0,3.0,2,3,9.355277777777777,7.714166666666666,8.525496376811594,8.133027777777778,8.52125,8.907055555555555
41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1428,Male,2,Human Resources,Single,68830,3.0,19,2,16.0,3,1,0,0,4.0,4.0,3.0,2,3,9.91,8.126111111111111,9.09039870689655,8.685583333333334,9.094861111111111,9.44688888888889
30,Yes,Travel_Frequently,Sales,3,2,Medical,1429,Male,2,Healthcare Representative,Single,28620,5.0,14,0,9.0,2,6,0,1,3.0,1.0,2.0,2,3,7.777222222222222,6.196944444444444,7.008028017241379,6.683777777777778,6.989444444444445,7.388805555555556
29,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1430,Male,1,Sales Executive,Single,49780,0.0,13,0,7.0,3,6,1,5,3.0,3.0,2.0,2,3,8.505277777777778,6.9925,7.785265046296297,7.417722222222222,7.788333333333333,8.12861111111111
45,No,Non-Travel,Research & Development,2,3,Medical,1431,Female,2,Research Scientist,Single,103680,6.0,12,2,23.0,2,19,12,8,4.0,4.0,3.0,3,3,7.539444444444444,5.629722222222222,6.593532265890344,6.224833333333334,6.604722222222223,6.973277777777778
54,No,Travel_Rarely,Sales,8,2,Marketing,1432,Female,2,Laboratory Technician,Married,61340,2.0,19,0,16.0,2,6,0,5,4.0,1.0,3.0,2,3,7.441944444444444,5.597222222222222,6.422204184704185,6.063888888888889,6.413333333333333,6.780555555555556
36,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1433,Male,1,Healthcare Representative,Single,67350,8.0,25,2,16.0,3,13,3,7,4.0,2.0,4.0,2,4,8.416666666666666,6.569166666666667,7.587336734693878,7.182666666666667,7.580277777777778,8.000388888888889
33,No,Travel_Rarely,Sales,9,1,Other,1434,Female,3,Sales Executive,Married,32950,6.0,22,2,7.0,2,3,1,1,3.0,2.0,3.0,3,4,8.331944444444444,6.81,7.494024334251607,7.178333333333334,7.475,7.854638888888889
